,movie_id,title,cast,director,editor,production_design,art_direction,costume_design,original_music_composer,director_of_photography
24,254,King Kong,"Naomi Watts,Jack Black,Adrien Brody,Thomas Kretschmann,Colin Hanks,Andy Serkis,Evan Parke,Jamie Bell,Lobo Chan,John Sumner,Craig Hall,Kyle Chandler,William Johnson,David Pittu,Mark Hadlow,Geraldine Brophy,David Dennis,Pip Mushin,Jim Knobeloch,Ric Herbert,Lee Donahue,Tom Hobbs,Tiriel Mora,Jed Brophy,John Wraight,William Wallace,Frank Edwards,Crawford Thomson,Richard Kavanagh,Stephen Hall,Joe Folau,Chic Littlewood,Samuel Taylor",Peter Jackson,Jamie Selkirk,Grant Major,Joe Bleakley,Terry Ryan,James Newton Howard,Andrew Lesnie
25,597,Titanic,"Kate Winslet,Leonardo DiCaprio,Frances Fisher,Billy Zane,Kathy Bates,Gloria Stuart,Bill Paxton,Bernard Hill,David Warner,Victor Garber,Jonathan Hyde,Suzy Amis,Lewis Abernathy,Nicholas Cascone,Danny Nucci,Jason Barry,Lew Palter,Eric Braeden,Bernard Fox,Ewan Stewart,Ioan Gruffudd,Jonny Phillips,Edward Fletcher,Scott G Anderson,Martin East,Gregory Cooke,Alexandrea Owens,Seth Adkins,Michael Ensign,Anatoly M Sagalevitch,Martin Hub,Mark Lindsay Chapman,Richard Graham,Paul Brightwell,Ron Donachie,Charlotte Chatton,Fannie Brett,Jenette Goldstein,Camilla Overbye Roos,Linda Kerns,Amy Gaipa,Martin Jarvis,Rosalind Ayres,Rochelle Rose,Jonathan EvansJones,Brian Walsh,Rocky Taylor,Craig Kelly,Liam Tuohy,Simon Crane,James Lancaster,Elsa Raven,Reece P Thompson III,Laramie Landis,Mark Rafael Truitt,John Walcutt,Terry Forrestal,Derek Lea,Richard Ashton,Sean Nepita,Brendan Connolly,David Cronnelly,Garth Wilton,Richard Fox,Nick Meaney,Kevin Owers,Mark Capri,Marc Cass,Paul Herbert,Emmett James,Chris Byrne,Oliver Page,James Garrett,Erik Holland,Erik Holland,Jari Kinnunen,Anders Falk,Barry Dennen,Vern Urich,Rebecca Klingler,Tricia ONeil,Kathleen S Dunn,Romeo Francis,Mandana Marino,Van Ling,Bjørn Olsen,Dan Pettersson,Shay Duffin,Greg Ellis,Diana Morgan,Kris Andersson,Bobbie Bates,Aaron James Cash,Anne Fletcher,Edmond Alan Forsyth,Andie Hicks,Scott Hislop,Stan Mazin,Lisa Ratzin,Julene Renee,Brian Baines,Ellie Bensinger,Alexandra Boyd,Mike Butters,James Cameron,Bruno Campolo,Chris Cragnotti,Kevyn Currie,Kevin De La Noy,Thomas Fiss,Griffin Howell,Sean Howse,Tony Kenny,Bret Aaron Knower,George Kosty III,George Kosty Jr,Geoffrey C Kosty,Gregory Charles Kosty,Sean Lawlor,John Leonhardt,Miguel A Lomelin,Don Lynch,Johnny Martin,Ryan McClurkin,Meghan McLeod,Mike ONeal,Julian Oros,Phil Parlapiano,Judy Prestininzi,Steven Quale,Olivia Rosewood,John Slade,Stephen Wolfe Smith,R Gern Trowbridge,Francisco Váldez,Lucie Zolcerova",James Cameron,James Cameron,Peter Lamont,Martin Laing,Deborah Lynn Scott,James Horner,Russell Carpenter
26,271110,Captain America Civil War,"Chris Evans,Robert Downey Jr,Scarlett Johansson,Sebastian Stan,Anthony Mackie,Don Cheadle,Jeremy Renner,Chadwick Boseman,Paul Bettany,Elizabeth Olsen,Paul Rudd,Emily VanCamp,Tom Holland,Frank Grillo,William Hurt,Daniel Brühl,John Slattery,Kerry Condon,Martin Freeman,Marisa Tomei,John Kani,Hope Davis,Gene Farber,Florence Kasumba,Alfre Woodard,Jim Rash,Stan Lee,Joe Russo,Damion Poitier,Michael A Cook,Laughton Parchment,Jackson Spidell,Yi Long,Heidi Moneymaker,Aaron Toney,Cale Schultz,Ann Russo,Cornell John,Sven Hönig,Joshua Peck,Brent McGee,Be Satrazemis,Blair Jasin,Oli Bigalke,Rafael Banasik,David de Vries,John Curran,Katie Amess,Austin Sanders,Brett Gentile,Matthew Anderson,Andrew Botchwey,Chase Bradfield,Ernest Charles,Hendricks Coates,Ethan Condon,Shen Dynes,Nathaniel Ellis,Jariah Ferguson,Evan Ffrench,Justin Freeman,Ralphael GrandPierre,Julian Grimes,Aaron Hayes,Austin Hooper,Amiri Jones,Myles Joseph,Stephen Lewis,Jacob Ludwick,DMahrei McRae,Ashwin Mudaliar,Eli Ollinger,Parker Pape,Daniel Parada,Jonah Ruffin,Darryl Sampson,Cameron Sardone,Stanley Sellers,Miles Selles,Jacob Sung,Caden Wilkinson,Kim Scar,Jessica WaltherGabory,Beniamino Brogi,Silvina Buchbauer,Henry Amadi,Ugochukwu Ani,Michael Anthony Rogers,Umar Khan,David Brown,Guy Fernandez,Sophia Russo,Amelia Morck,Julianna Guill,Surely Alvelo,Brian Schaeffer,Kevin LaRosa Jr,Al Cerullo,Frédéric North,Ray Sahetapy",Anthony Russo,Jeffrey Ford,Owen Paterson,Gregory S. Hooper,Judianna Makovsky,Henry Jackman,Trent Opaloch
27,44833,Battleship,"Taylor Kitsch,Alexander Skarsgård,Rihanna,Brooklyn Decker,Tadanobu Asano,Liam Neeson,Gregory D Gadson,Hamish Linklater,Jesse Plemons,John Tui,Jerry Ferrara,David Jensen,Peter Berg,Adam Godley,Rico McClinton,Joji Yoshida,Stephen Bishop,Austin Naulty,James Rawlings,Dustin J Reno,Rick Hoffman,Gary Grubbs,Rami Malek,Peter MacNicol,Louis Lombardi,Jordan Kirkwood,Doug Penty,Carson Aune,Josh Pence,Lloyd Pitts,Michelle Arthur,Natalia Castellanos,Leni Ito,Jackie Johnson,Kerry Cahill,Norman Vincent McLafferty,Dante Jimenez,Daven Arce,Ralph Richardson,Biunca Love,Kyle Russell Clements,Yutaka Takeuchi,John A Weaver,Dane Justman,Drew Rausch,Bill Stinchcomb",Peter Berg,Paul Rubell,Neil Spisak,William Ladd Skinner,Louise Mingenbach,Steve Jablonsky,Tobias A. Schliessler
28,135397,Jurassic World,"Chris Pratt,Bryce Dallas Howard,Irrfan Khan,Vincent DOnofrio,Nick Robinson,Ty Simpkins,Jake Johnson,Omar Sy,BD Wong,Judy Greer,Lauren Lapkus,Brian Tee,Katie McGrath,Andy Buckley,Eric Edelstein,Jimmy Fallon,James DuMont,Matt Burke,Anna Talakkottur,Colin Trevorrow,Courtney J Clark,Kelly Washington,Matthew Cardarople,Chad Randall,Yvonne Angulo,Chloe Perrin,Erika Erica,Tiffany Forest",Colin Trevorrow,Kevin Stitt,Ed Verreaux,Christa Munro,April Ferry,Michael Giacchino,John Schwartzman
29,37724,Skyfall,"Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,Bérénice Marlohe,Albert Finney,Ben Whishaw,Rory Kinnear,Ola Rapace,Helen McCrory,Nicholas Woodeson,Bill Buckhurst,Elize du Toit,Ian Bonar,Tonia Sotiropoulou,Wolf Blitzer,Jens Hultén,Anthony ODonnell,Jo Cameron Brown,Peter Basham,Ben LoydHolmes,Orion Lee,Yennis Cheung",Sam Mendes,Stuart Baird,Dennis Gassner,Paul Inglis,Jany Temime,Thomas Newman,Roger Deakins
30,558,SpiderMan 2,"Tobey Maguire,Kirsten Dunst,James Franco,Alfred Molina,Rosemary Harris,Donna Murphy,JK Simmons,Daniel Gillies,Dylan Baker,Willem Dafoe,Mageina Tovah,Bruce Campbell,Stan Lee,Scott Spiegel,Joel McHale,Hal Sparks,Donnell Rawlings,Emily Deschanel,Elizabeth Banks,Daniel Dae Kim,Aasif Mandvi,Joey Diaz,Vanessa Ferlito,Joy Bryant,John Landis,Phil LaMarr,Gregg Edelman,Ted Raimi,Cliff Robertson,Elya Baskin,Bill Nunn,Brent Briscoe,Christine Estabrook,John Paxton,Joanne Baron,Peter McRobbie,Louis Lombardi,Marc John Jefferies,Reed Diamond,Brendan Patrick Connor,Dan Callahan,Susie Park,Brianna Brown,Tom Carey,Dan Hicks,Timothy Patrick Quill,Tony Campisi,Molly Cheek,Kelly Connell,Roshon Fegan,Taylor Gilbert,Timothy Jerome,Elyse Dinh,Bill E Rogers,Anne Betancourt,Tricia Peters,Tim Storms,Bill Calvert,Peter Allas,Chloe Dykstra,Julia Max,Calvin Dean,Frank Bonsangue,Andre M Johnson,Peter Cincotti,Peyton List,Spencer List,Troy Metcalf,Scott Ross,Bonnie Somerville,Wesley Volcy,Lou Volpe,David Boston,Garrett Warren,Michael Arthur,Cindy Cheung",Sam Raimi,Bob Murawski,Neil Spisak,Thomas P. Wilkins,James Acheson,Danny Elfman,Bill Pope
31,68721,Iron Man 3,"Robert Downey Jr,Gwyneth Paltrow,Don Cheadle,Guy Pearce,Rebecca Hall,Jon Favreau,Ben Kingsley,James Badge Dale,Stephanie Szostak,Paul Bettany,William Sadler,Dale Dickey,Ty Simpkins,Miguel Ferrer,Wang Xueqi,Shaun Toub,Matthew Sterling Nye,Pat Kiernan,Josh Elliott,Megan Henderson,Thomas Roberts,Bill Maher,Joan Rivers,George Kotsiopoulos,Bronte DEsposito,Noah Visconti,Ashley Hamilton,Brooke Jayne Taylor,Kim Dean,Glenn Foster,Anthony Reynolds,Kendrick Cross,Tom Clark,Brian Schaeffer,John Eddins,Spencer Garrett,Rockey Dickey Jr,Drew Michael Hershner,Sarah Burkhardt,Jan Broberg,Andrew Lauer,Nate Bynum,Andrew Lander,Tom Virtue,Roy McCrerey,Serdar Kalsin,Demetrois Hodges,Bobby Tisdale,Yvonne Zima,Stan Lee,Adam Pally,James Rackley,Cullen Moss,Jake Dewitt,Rebecca Mader,Kevin Arnold,Juan C Bofill,David Buglione,Adam Lytle,Paul Andrew OConnor,Phil Ortiz,Gwendalyn Barker,Steve Wilder,Luciana Faulhaber,Karina Florez,Mike Massa,Mark Kubr,SiFu Eric Oram,Naomi Parshin,Aurelia Riley,Johanna Yunda,Wesley Thompson,Jenna Ortega,T C Anyachonkeya,Chad Kurtz,Cal Johnson,Corey Hawkins,Linden Ashby,Sarah Farooqui,Sala Baker,Kial Butler,Nick Brandon,Dan Brown,Fernando Chien,Ilram Choi,Brycen Counts,Kiante Elam,Dane Farwell,Mark Fichera,Colin Follenweider,Aja Frary,Mark Ginther,Adrian Gonzalez,Dennis Keiffer,Samuel Le,Tara Macken,William Morts,Jade Quon,J C Robaina,Markos Rounthwaite,Philip J Silvera,Brian Simpson,Mark Aaron Wagner,Chris Gethard,Nick W Nicholson,Mark Ruffalo,Bridger Zadina",Shane Black,Jeffrey Ford,Bill Brzeski,Unknown,Louise Frogley,Brian Tyler,John Toll
32,12155,Alice in Wonderland,"Mia Wasikowska,Johnny Depp,Anne Hathaway,Helena Bonham Carter,Crispin Glover,Marton Csokas,Lindsay Duncan,Matt Lucas,Geraldine James,Tim PigottSmith,Leo Bill,Frances de la Tour,Michael Sheen,Alan Rickman,Christopher Lee,Stephen Fry,Timothy Spall,Paul Whitehouse,Barbara Windsor,Michael Gough,Imelda Staunton,Eleanor Tomlinson,Jemma Powell,Eleanor Gecks,Rebecca Crookshank,Holly Hawkins,Lucy Davenport,Joel Swetow,Jessica Oyelowo,Ethan Cohn,Chris Grabher,Bonnie Parker,Simone Sault,Dale Mercer,Cortney Palm",Tim Burton,Chris Lebenzon,Unknown,Seth Engstrom,Colleen Atwood,Danny Elfman,Dariusz Wolski
33,36668,XMen The Last Stand,"Hugh Jackman,Halle Berry,Ian McKellen,Patrick Stewart,Famke Janssen,Anna Paquin,Kelsey Grammer,Shawn Ashmore,Aaron Stanford,Ellen Page,Rebecca Romijn,James Marsden,Vinnie Jones,Ben Foster,Daniel Cudmore,Dania Ramirez,Cameron Bright,Ken Leung,Eric Dane,Omahyra Mota,Meiling Melançon,Kea Wong,Shauna Kain,Michael Murphy,Shohreh Aghdashloo,Josef Sommer,Bill Duke,Haley Ramm,Cayden Boyd,Stan Lee,Alex Ferris,Olivia Williams",Brett Ratner,Mark Goldblatt,Ed Verreaux,Justin Scoppa Jr.,Judianna Makovsky,John Powell,Dante Spinotti
34,62211,Monsters University,"Billy Crystal,John Goodman,Steve Buscemi,Helen Mirren,Noah Johnston,Peter Sohn,Joel Murray,Sean Hayes,Dave Foley,Charlie Day,Alfred Molina,Tyler Labine,Nathan Fillion,Aubrey Plaza,Bobby Moynihan,Julia Sweeney,Bonnie Hunt,John Krasinski,Bill Hader,Beth Behrs,Bob Peterson,John Ratzenberger,Frank Oz,Ava Acres",Dan Scanlon,Unknown,Ricky Nierva,Unknown,Unknown,Randy Newman,Unknown
35,8373,Transformers Revenge of the Fallen,"Shia LaBeouf,Megan Fox,Josh Duhamel,Rainn Wilson,Tyrese Gibson,John Turturro,Kevin Dunn,Julie White,Ramón Rodríguez,Isabel Lucas,Glenn Morshower,Hugo Weaving,Marc Evan Jackson,Peter Cullen,Arnold Chun,Katie Lowes,Mark Ryan,Reno Wilson,Jess Harnell,Robert Foxworth,André Sogliuzzo,Grey Griffin,Tony Todd,Charlie Adler,Frank Welker,Tom Kenny,Calvin Wimmer,John Di Crosta,Michael York,Kevin Michael Richardson,Robin Atkin Downes,John Eric Bentley,America Olivo,Michael Papajohn,Andrew Howard,Matthew Marsden,Deep Roy",Michael Bay,Paul Rubell,Nigel Phelps,Unknown,Deborah Lynn Scott,Steve Jablonsky,Ben Seresin
36,91314,Transformers Age of Extinction,"Mark Wahlberg,Stanley Tucci,Kelsey Grammer,Nicola Peltz,Jack Reynor,Titus Welliver,Sophia Myles,Li Bingbing,TJ Miller,James Bachman,Thomas Lennon,Greg Anderson,Melanie Specht,Victoria Summer,Han Geng,Edward T Welburn,Kevin Covais,Peter Cullen,Frank Welker,John Goodman,Ken Watanabe,Robert Foxworth,John DiMaggio,Miguel Ferrer,Mark Ryan,Reno Wilson,Jeffrey Combs,Mark Rolston,Charles Parnell,Erika Fong,David Midthunder,Glenn Keogh,Richard Gallion,Kassem Gharaibeh,Richard Riehle,Tyrone Smith,Abigail Klein,Candice Zhao,Cleo King,Patrick Bristow,Michael Wong",Michael Bay,William Goldenberg,Jeffrey Beecroft,William Ladd Skinner,Marie-Sylvie Deveau,Steve Jablonsky,Amir Mokri
37,68728,Oz The Great and Powerful,"James Franco,Mila Kunis,Rachel Weisz,Michelle Williams,Zach Braff,Bill Cobbs,Joey King,Tony Cox,Stephen R Hart,Abigail Spencer,Bruce Campbell,Ted Raimi,Tim Holmes,Toni Wynne,Rob Crites,William Dick,Gene Jones,John Lord Booth III,Suzanne Keilly,Shannon Murray,Ralph Lister,John Manfredi,Robert Stromberg,Channing Pierce,Brian Searle,Russell Bobbitt,Julie Gershenson,Dan Nelson,TJ Jagodowski,John Paxton,Melissa Exelberth,Steve Forbes,Arnold Agee,Deborah Puette,Julius Kline III,Theresa Tilly,Betsy Baker,Ellen Sandweiss,Bella Shepard,Sasha Kida Reynolds,JaVonne Cousins,Victoria Lurz,Dashiell Raimi,Oliver Raimi,Brandon Hamilton,Stevie Lee,Danielle Ragland,Bart McCarthy,Timothy Patrick Quill,Nicholas LindsayAbaire,Bill E Rogers,Dan Hicks,Mia Serafino,Lanika Wise,Mikayla Bouchard,Nellie Ann PrestineLowery,Emma Raimi,Jayne Violassi,Jay Schwalm,Wendy Cutler,James Bird,Kenneth D Ciszewski,Chester F Guilmet,Robert Buck,Jim Moll,Bernie Allemon,Chidi Ajufo,Talia Akiva,AnnMarie Arcuri,Blake Arnold,Apollo Bacala,Kelly Bacon,Barb Baker,Ron Baratono,Cameron Barnett,Robert T Barrett,Kevin Wayne Berger,Eric Brakke,Wayne Brinston,Colin Bryant,Ron Causey ,Grady Chambless,Lee Christian,Justin Chrzanowski,Will Clarke,Michael Clossin,Zachary Robert Craft,Zac Cunningham,Michael Dault,Omar Diop,Chase Edwards,Summer Edwards,Neil Ellice,Courtney English,John C Epperson,Mike Estes,Vi Faulkner,Jessee Foudray,Carly Francavilla,Logan Fry,Nesti Gee,Derrick Gilliam,Jacob Godzak,John D Green Sr,Ryan Groves,Brice Harris,Nate Hatton,Niki Haze,Ron Heisler,Hans Ihlenfeldt,Alexander Christopher Jones,Roy Kellerman, Jr,Dennis Kleinsmith,Doug Kolbicz,Bryan Lee,Kef Lee,Vong Lee,Amanda Lewan,Anna Li,Linda Linsley,Hannah Madigan,Davy J Marr,Johnny Mara,Rebecca Mccarthy,Julia Metas,Bob Jay Mills,Reza Mir,Lori Mulligan,Jessica Nichole,Fionna Noori,Oz Noori,Heather Park,Jessica Petrik,Sage Porter,Jor él Quinn,Gene Richards,Lukas Ridge,Nicholas Ritz,Ari Rufino,Anthony J Sacco,Keith Schloemp,David Schwager,Ashley Siloac,Nikki Smith,Paul J Spear,Rachel Steele,Amy Sutherland,Eric Adam Swenson,Stephen Tako,Kevin Thompson,Lauren Tischler,Francisca Viudes,David Waldman,Filip Watermann,Michael O Watkins,Matt Weinglass,Alaina Whitney,Jake Williams,Otis Winston",Sam Raimi,Bob Murawski,Robert Stromberg,Domenic Silvestri,Gary Jones,Unknown,Peter Deming
38,102382,The Amazing SpiderMan 2,"Andrew Garfield,Emma Stone,Jamie Foxx,Dane DeHaan,Campbell Scott,Embeth Davidtz,Colm Feore,Paul Giamatti,Sally Field,Max Charles,Felicity Jones,Marton Csokas,Chris Cooper,B J Novak,Denis Leary,Kari Coleman,Charlie DePew,Skyler Gisondo,Jacob Rodier,Stan Lee,Michael Massee,Aidy Bryant,JD Walsh,Louis Cancelmi,Sarah Gadon,Frank Deal,Martin Sheen,Mark Doherty,Jorge Vega,Bill Heck,Teddy Coluca,Helen Stern,Cal McCrystal,Anslem Richardson,James Colby,Robert Newman,Adrian Martinez,Thaddeus Phillips,James McCauley,Rachael McOwen,David Shabtai,Greg Connolly ,Tug Coker,Jabari Gray,Jamie Lynn Concepcion,Pat Kiernan,Jessica Abo,Clem Cheung,Dusan Hyska,Andrei Runtso,Brennan Taylor,Slate Holmgren,Salvatore L Rossi,Drew Beasley,Matthew Tronieri,Dario Barosso,Paul Urcioli,David Shih,Daniel Gerroll,Brian McElhaney,Jonathan Braylock,Steven Hauck,Jessica Shea Alverson,Peter Tzotchev,Timothy Adams",Marc Webb,Pietro Scalia,Mark Friedberg,Kim Jennings,Deborah Lynn Scott,Hans Zimmer,Daniel Mindel
39,20526,TRON Legacy,"Garrett Hedlund,Jeff Bridges,Olivia Wilde,Bruce Boxleitner,Yaya DaCosta,Serinda Swan,Beau Garrett,Elizabeth Mathis,James Frain,Amy Esterle,Brandon Jay McLaren,Michael Sheen,Owen Best,Michael Teigen,Daft Punk,Ron Selmour,Conrad Coates,Kis Yurij,Cillian Murphy,Aaron Toney,Darren Dolynski,Catherine Lough Haggquist,Shaw Madson",Joseph Kosinski,Unknown,Darren Gilford,Unknown,Michael Wilkinson,Unknown,Claudio Miranda
40,49013,Cars 2,"Owen Wilson,Larry the Cable Guy,Michael Caine,Emily Mortimer,John Turturro,Eddie Izzard,Thomas Kretschmann,Joe Mantegna,Peter Jacobson,Bruce Campbell,Tony Shalhoub,Darrell Waltrip,Guido Quaroni,Brent Musburger,Jason Isaacs,David Hobbs,Stanley Townsend,Lloyd Sherr,Paul Dooley,Michel Michelis,Sig Hansen,Franco Nero,Vanessa Redgrave,Bonnie Hunt,Cheech Marin,Jenifer Lewis,Michael Wallis,Katherine Helmond,John Ratzenberger,Jeff Garlin,Patrick Walker,Lewis Hamilton,Velibor Topic,John Mainieri,Brad Lewis,Richard Kind,Edie McClurg,Teresa Gallagher,Jeff Gordon,John Lasseter,Mark Winterbottom,Fernando Alonso,Vitaly Petrov,Jan Nilsson,Memo Rojas,Jacques Villeneuve,Sebastian Vettel",John Lasseter,Stephen Schaffer,Harley Jessup,Nathaniel McLaughlin,Unknown,Michael Giacchino,Jeremy Lasky
41,44912,Green Lantern,"Ryan Reynolds,Blake Lively,Peter Sarsgaard,Tim Robbins,Mark Strong,Temuera Morrison,Jenna Craig,Jon Tenney,Mike Doyle,NicK Jandl,Dylan James,Leanne Cochran,Angela Bassett,Taika Waititi,Michael Clarke Duncan,Geoffrey Rush,Clancy Brown,Deke Anderson,Gattlin Griffith,Tiffany Morgan,Amy Carlson,Laura Cayouette,Dorian Kingi",Martin Campbell,Unknown,Grant Major,Scott Plauche,Ngila Dickson,James Newton Howard,Dion Beebe
42,10193,Toy Story 3,"Tom Hanks,Tim Allen,Ned Beatty,Joan Cusack,Michael Keaton,Whoopi Goldberg,Bonnie Hunt,Wallace Shawn,John Ratzenberger,Don Rickles,Estelle Harris,John Morris,Jodi Benson,Emily Hahn,Laurie Metcalf,Blake Clark,Teddy Newton,Kristen Schaal,R Lee Ermey,Bud Luckey,Beatrice Miller,Timothy Dalton,Lori Alan,Jeff Garlin,John Cygan,Jeff Pidgeon,Jack Angel,Jan Rabson,Richard Kind,Erik von Detten,Jack Willis,Carlos Alazraqui,Teresa Ganzel,Jess Harnell,Danny Mann,Mickie McGowan,Laraine Newman,Colleen OShaughnessey,Bob Peterson,Jerome Ranft,Lee Unkrich,Colette Whitaker,Sherry Lynn,Jim Ward,Frank Welker",Lee Unkrich,Ken Schretzmann,Bob Pauley,Daisuke 'Dice' Tsutsumi,Unknown,Unknown,Jeremy Lasky
43,534,Terminator Salvation,"Christian Bale,Sam Worthington,Anton Yelchin,Moon Bloodgood,Bryce Dallas Howard,Helena Bonham Carter,Common,Roland Kickinger,Michael Ironside,Jane Alexander,Chris Browning,Chris Ashworth,Jadagrace,David Midthunder,Arnold Schwarzenegger",McG,Conrad Buff IV,Martin Laing,Troy Sizemore,Michael Wilkinson,Danny Elfman,Shane Hurlbut
44,168259,Furious 7,"Vin Diesel,Paul Walker,Dwayne Johnson,Michelle Rodriguez,Tyrese Gibson,Ludacris,Jordana Brewster,Djimon Hounsou,Tony Jaa,Ronda Rousey,Nathalie Emmanuel,Kurt Russell,Jason Statham,Sung Kang,Gal Gadot,Lucas Black,Elsa Pataky,Noel Gugliemi,John Brotherton,Luke Evans,Ali Fazal,Miller Kimsey,Charlie Kimsey,Eden Estrella,Gentry White,Iggy Azalea,Jon Lee Brody,Levy Tran,Anna Colwell,Viktor Hernandez,Steve Coulter,Robert Pralgo,Antwan Mills,JJ Phillips,Jorge Ferragut,Sara Sohn,Benjamin Blankenship,DJ Hapa,TPain,Brian Mahoney,Brittney Alger,Romeo Santos,Jocelin Donahue,Stephanie Langston,JorgeLuis Pallo,Tego Calderón,Nathalie Kelley,Shad Moss,Don Omar,Klement Tinaj,Caleb Walker,Cody Walker",James Wan,Christian Wagner,Bill Brzeski,Alan Hook,Sanja Milkovic Hays,Brian Tyler,Stephen F. Windon
45,72190,World War Z,"Brad Pitt,Mireille Enos,Abigail Hargrove,Sterling Jerins,James Badge Dale,Elyes Gabel,David Andrews,Daniella Kertesz,Ludi Boeken,Fana Mokoena,Fabrizio Zacharee Guido,David Morse,Matthew Fox,Peter Capaldi,Moritz Bleibtreu,Ruth Negga,Pierfrancesco Favino,Konstantin Khabenskiy,Troy Glasgow,Nick Bartlett,Julia LevyBoeken,Ann Ogbomo",Marc Forster,Roger Barton,Nigel Phelps,Unknown,Mayes C. Rubeo,Marco Beltrami,Ben Seresin
46,127585,XMen Days of Future Past,"Hugh Jackman,James McAvoy,Michael Fassbender,Jennifer Lawrence,Halle Berry,Anna Paquin,Ellen Page,Peter Dinklage,Ian McKellen,Patrick Stewart,Nicholas Hoult,Kelsey Grammer,Shawn Ashmore,Omar Sy,Evan Peters,Josh Helman,Daniel Cudmore,Fan Bingbing,Adan Canto,Booboo Stewart,Famke Janssen,James Marsden,Lucas Till,Evan Jonigkeit,Len Wein,Chris Claremont,Michael Lerner,Gregg Lowe,Mark Camacho,Bryan Singer,Brendan Pedder,Harry Standjofski,Mike Dopud,Andreas Apergis,Robert Montcalm,Jaa SmithJohnson,Alex Ivanovici,François Paquette,Zabryna Guevara,Zehra Leverman,Angela Galuppo,Victor Cornfoot,Brent Skagford,Kyle Gatehouse,Taris Tyler,Darryl Scheelar,ThaiHoa Le,Johnny Tran,Gregory Hlady,Julian Casey,Robert Crooks,Matt Cooke,Tim Post,Jason Deline,Karine Vanasse,Pierre LeBlanc,Jude Beny,Arthur Holden,Sean Curley,Susanna Fournier,Andrew Peplowski,Moe JeudyLamour,Neil Napier,Mizinga Mwinga,Jimmy Chan",Bryan Singer,John Ottman,John Myhre,Ravi Bansal,Louise Mingenbach,John Ottman,Newton Thomas Sigel
47,54138,Star Trek Into Darkness,"Chris Pine,Zachary Quinto,Zoe Saldana,Karl Urban,Simon Pegg,John Cho,Benedict Cumberbatch,Anton Yelchin,Bruce Greenwood,Peter Weller,Alice Eve,Noel Clarke,Nazneen Contractor,Amanda Foreman,Aisha Hinds,Joseph Gatt,Sean Blakemore,Nick E Tarabay,Beau Billingslea,Deep Roy,Chris Hemsworth,Jack Laufer,Katie Cockrell,Kellie Cockrell,Jennifer Morrison,Leonard Nimoy,Kimberly Arland,Jonathan Dixon,Jeremy Raymond,Jay Scully,Tony Guma,Anjini Taneja Azhar,Jason Matthew Smith,Seth Ayott,Marco Sanchez,Lee Reherman,Scott Lawrence,Usman Ally,Nolan North,James Hiroyuki Liao,Rob Moran,Akiva Goldsman,Gianna Simone,Rene Rosado,Berit Francis,Benjamin P Binswanger,Christopher Doohan,Andy Demetrio,Jacquelynn King,Long Tran,Ningning Deng,Jodi Johnston,Colleen Harris,Jeff Chase,SerDarius Blain,Heather Langenkamp,Melissa Paulo,Cynthia AddaiRobinson,Monisola Akiwowo,Paul K Daniel,Drew Grey,David C Waite,Douglas Weng,Charlie Haugk,Max Chernov,Marc Primiani,Jesper Inglis,Jacob Rhodes,Kentucky Rhodes,Anthony Wilson,Eric Greitens,Melissa Steinman,Adam McCann,Jon Orvasky,Gerald W Abrams,James McGrath,Brian T Delaney,Arlen Escarpeta,Joe Moses,Kevin Michael Richardson,David Sobolov,Matthew Wood,Fred Tatasciore,Kiff VandenHeuvel,Audrey Wasilewski,Bill Hader,Tom Archdeacon,Jon Lee Brody,Britanni Johnson,Hiram A Murray,Chris Gardner,Julianne Buescher,Joe Hanna,David Acord,Ellie Newlands,Candice Renee,Emily Towers,Gina Hirsch",J.J. Abrams,Maryann Brandon,Scott Chambliss,Lauren E. Polizzi,Michael Kaplan,Michael Giacchino,Daniel Mindel
48,81005,Jack the Giant Slayer,"Nicholas Hoult,Eleanor Tomlinson,Ewan McGregor,Stanley Tucci,Ian McShane,Eddie Marsan,Ewen Bremner,Warwick Davis,Bill Nighy,Ralph Brown,Andrew Brooke,Ben Daniels,Daniel Lapaine,Christian WolfLaMoy ,Duncan JC Mais ,Santi Scinelli ,Caroline Hayes,Angus Barnett,Alex MacQueen,Tandi Wright,Lee Boardman,Christopher Fairbank,Cornell John",Bryan Singer,Bob Ducsay,Gavin Bocquet,Peter Russell,Joanna Johnston,John Ottman,Newton Thomas Sigel
49,64682,The Great Gatsby,"Leonardo DiCaprio,Tobey Maguire,Carey Mulligan,Joel Edgerton,Elizabeth Debicki,Isla Fisher,Jason Clarke,Amitabh Bachchan,Callan McAuliffe,Adelaide Clemens,Steve Bisley,Richard Carter,Vince Colosimo,Max Cullen,Mal Day,Charlize Skinner,Brendan Maclean,Kate Mulvany,Kahlia Greksa,Garrett William Fountain,David Furlong,Daniel Gill,Iota,Barry Otto,John OConnell,Ben McIvor,Brian Rooney,Gemma Ward,Goran D Kleut,Denning Isles,Ryan Cooper",Baz Luhrmann,Unknown,Unknown,Ian Gracie,Unknown,Craig Armstrong,Simon Duggan
